"dateTime","weather","lineNumber","passengersNumber","lineType"
"2020-04-28",24,29,169,"daily"
"2020-04-28",24,35,107,"daily"
"2020-04-28",24,6,10,"daily"
"2020-04-28",24,19,239,"daily"
"2020-04-28",24,9,642,"daily"
"2020-04-28",24,33,343,"daily"
"2020-04-28",24,16,126,"daily"
"2020-04-28",24,5,1257,"daily"
"2020-04-28",24,40,237,"daily"
"2020-04-28",24,37,68,"daily"
"2020-04-28",24,8,440,"daily"
"2020-04-28",24,17,847,"daily"
"2020-04-28",24,14,366,"daily"
"2020-04-28",24,13,1882,"daily"
"2020-04-28",24,32,166,"daily"
"2020-04-28",24,36,163,"daily"
"2020-04-29",43,16,142,"daily"
"2020-04-29",43,37,75,"daily"
"2020-04-29",43,8,485,"daily"
"2020-04-29",43,32,190,"daily"
"2020-04-29",43,13,1895,"daily"
"2020-04-29",43,6,9,"daily"
"2020-04-29",43,25,219,"daily"
"2020-04-29",43,18,181,"daily"
"2020-04-29",43,14,363,"daily"
"2020-04-29",43,17,824,"daily"
"2020-04-29",43,36,182,"daily"
"2020-04-29",43,9,600,"daily"
"2020-04-29",43,40,227,"daily"
"2020-04-29",43,28,2399,"daily"
"2020-04-29",43,33,346,"daily"
"2020-04-29",43,5,1214,"daily"
"2020-04-29",43,26,665,"daily"
"2020-04-29",43,19,248,"daily"
"2020-04-29",43,35,122,"daily"
"2020-04-29",43,29,181,"daily"
"2020-04-30",45,14,394,"daily"
"2020-04-30",45,13,2150,"daily"
"2020-04-30",45,9,639,"daily"
"2020-04-30",45,35,121,"daily"
"2020-04-30",45,17,881,"daily"
"2020-04-30",45,33,379,"daily"
"2020-04-30",45,36,166,"daily"
"2020-04-30",45,8,470,"daily"
"2020-04-30",45,32,224,"daily"
"2020-04-30",45,28,2653,"daily"
"2020-04-30",45,5,1355,"daily"
"2020-04-30",45,16,139,"daily"
"2020-04-30",45,37,78,"daily"
"2020-04-30",45,18,191,"daily"
"2020-04-30",45,29,239,"daily"
"2020-04-30",45,6,7,"daily"
"2020-04-30",45,19,271,"daily"
"2020-04-30",45,25,245,"daily"
"2020-04-30",45,26,732,"daily"
"2020-04-30",45,40,275,"daily"
"2020-05-01",26,19,85,"daily"
"2020-05-01",26,18,58,"daily"
"2020-05-01",26,25,70,"daily"
"2020-05-01",26,13,779,"daily"
"2020-05-01",26,16,57,"daily"
"2020-05-01",26,37,27,"daily"
"2020-05-01",26,14,106,"daily"
"2020-05-01",26,26,231,"daily"
"2020-05-01",26,35,28,"daily"
"2020-05-01",26,9,226,"daily"
"2020-05-01",26,8,148,"daily"
"2020-05-01",26,32,46,"daily"
"2020-05-01",26,28,1088,"daily"
"2020-05-01",26,40,70,"daily"
"2020-05-01",26,5,358,"daily"
"2020-05-01",26,36,70,"daily"
"2020-05-02",44,32,145,"daily"
"2020-05-02",44,14,197,"daily"
"2020-05-02",44,9,573,"daily"
"2020-05-02",44,28,1573,"daily"
"2020-05-02",44,35,47,"daily"
"2020-05-02",44,13,1642,"daily"
"2020-05-02",44,8,452,"daily"
"2020-05-02",44,26,451,"daily"
"2020-05-02",44,40,151,"daily"
"2020-05-02",44,18,146,"daily"
"2020-05-02",44,6,8,"daily"
"2020-05-02",44,25,217,"daily"
"2020-05-02",44,19,190,"daily"
"2020-05-02",44,37,72,"daily"
"2020-05-02",44,36,125,"daily"
"2020-05-02",44,16,90,"daily"
"2020-05-02",44,5,718,"daily"
"2020-05-03",17,16,50,"daily"
"2020-05-03",17,18,87,"daily"
"2020-05-03",17,25,52,"daily"
"2020-05-03",17,26,228,"daily"
"2020-05-03",17,9,340,"daily"
"2020-05-03",17,13,866,"daily"
"2020-05-03",17,19,99,"daily"
"2020-05-03",17,14,97,"daily"
"2020-05-03",17,6,1,"daily"
"2020-05-03",17,8,184,"daily"
"2020-05-03",17,37,42,"daily"
"2020-05-03",17,35,30,"daily"
"2020-05-03",17,5,382,"daily"
"2020-05-03",17,36,90,"daily"
"2020-05-03",17,32,76,"daily"
"2020-05-03",17,40,67,"daily"
"2020-05-03",17,28,981,"daily"
"2020-05-04",61,29,224,"daily"
"2020-05-04",61,13,2627,"daily"
"2020-05-04",61,17,914,"daily"
"2020-05-04",61,28,2999,"daily"
"2020-05-04",61,9,872,"daily"
"2020-05-04",61,8,611,"daily"
"2020-05-04",61,40,331,"daily"
"2020-05-04",61,5,1597,"daily"
"2020-05-04",61,18,239,"daily"
"2020-05-04",61,16,156,"daily"
"2020-05-04",61,37,98,"daily"
"2020-05-04",61,25,264,"daily"
"2020-05-04",61,33,389,"daily"
"2020-05-04",61,14,497,"daily"
"2020-05-04",61,19,399,"daily"
"2020-05-04",61,26,888,"daily"
"2020-05-04",61,32,269,"daily"
"2020-05-04",61,6,10,"daily"
"2020-05-04",61,36,218,"daily"
"2020-05-04",61,35,134,"daily"
"2020-05-05",13,5,1613,"daily"
"2020-05-05",13,32,289,"daily"
"2020-05-05",13,33,467,"daily"
"2020-05-05",13,6,13,"daily"
"2020-05-05",13,28,3106,"daily"
"2020-05-05",13,29,240,"daily"
"2020-05-05",13,26,835,"daily"
"2020-05-05",13,36,191,"daily"
"2020-05-05",13,14,502,"daily"
"2020-05-05",13,16,150,"daily"
"2020-05-05",13,35,139,"daily"
"2020-05-05",13,13,2547,"daily"
"2020-05-05",13,19,377,"daily"
"2020-05-05",13,25,284,"daily"
"2020-05-05",13,9,860,"daily"
"2020-05-05",13,18,248,"daily"
"2020-05-05",13,17,896,"daily"
"2020-05-05",13,40,318,"daily"
"2020-05-05",13,37,103,"daily"
"2020-05-05",13,8,612,"daily"
"2020-05-06",12,29,205,"daily"
"2020-05-06",12,19,372,"daily"
"2020-05-06",12,18,274,"daily"
"2020-05-06",12,16,135,"daily"
"2020-05-06",12,32,289,"daily"
"2020-05-06",12,17,986,"daily"
"2020-05-06",12,28,3032,"daily"
"2020-05-06",12,8,651,"daily"
"2020-05-06",12,13,2602,"daily"
"2020-05-06",12,26,788,"daily"
"2020-05-06",12,33,436,"daily"
"2020-05-06",12,36,190,"daily"
"2020-05-06",12,9,825,"daily"
"2020-05-06",12,37,110,"daily"
"2020-05-06",12,14,489,"daily"
"2020-05-06",12,35,106,"daily"
"2020-05-06",12,5,1593,"daily"
"2020-05-06",12,25,311,"daily"
"2020-05-06",12,6,7,"daily"
"2020-05-06",12,40,342,"daily"
"2020-05-07",17,14,503,"daily"
"2020-05-07",17,36,217,"daily"
"2020-05-07",17,8,632,"daily"
"2020-05-07",17,13,2612,"daily"
"2020-05-07",17,5,1600,"daily"
"2020-05-07",17,16,144,"daily"
"2020-05-07",17,37,88,"daily"
"2020-05-07",17,9,842,"daily"
"2020-05-07",17,35,121,"daily"
"2020-05-07",17,33,440,"daily"
"2020-05-07",17,6,6,"daily"
"2020-05-07",17,40,333,"daily"
"2020-05-07",17,29,237,"daily"
"2020-05-07",17,25,231,"daily"
"2020-05-07",17,19,327,"daily"
"2020-05-07",17,28,3115,"daily"
"2020-05-07",17,18,263,"daily"
"2020-05-07",17,32,305,"daily"
"2020-05-07",17,26,832,"daily"
"2020-05-07",17,17,941,"daily"
"2020-05-08",43,25,347,"daily"
"2020-05-08",43,36,222,"daily"
"2020-05-08",43,14,453,"daily"
"2020-05-08",43,16,162,"daily"
"2020-05-08",43,26,895,"daily"
"2020-05-08",43,18,280,"daily"
"2020-05-08",43,19,386,"daily"
"2020-05-08",43,35,137,"daily"
"2020-05-08",43,40,379,"daily"
"2020-05-08",43,37,102,"daily"
"2020-05-08",43,28,3007,"daily"
"2020-05-08",43,13,2792,"daily"
"2020-05-08",43,29,219,"daily"
"2020-05-08",43,32,304,"daily"
"2020-05-08",43,33,492,"daily"
"2020-05-08",43,17,1048,"daily"
"2020-05-08",43,8,674,"daily"
"2020-05-08",43,9,884,"daily"
"2020-05-08",43,5,1694,"daily"
"2020-05-08",43,6,9,"daily"
"2020-05-09",51,32,170,"daily"
"2020-05-09",51,6,12,"daily"
"2020-05-09",51,28,1915,"daily"
"2020-05-09",51,26,509,"daily"
"2020-05-09",51,36,145,"daily"
"2020-05-09",51,19,260,"daily"
"2020-05-09",51,37,74,"daily"
"2020-05-09",51,40,146,"daily"
"2020-05-09",51,5,814,"daily"
"2020-05-09",51,35,56,"daily"
"2020-05-09",51,25,180,"daily"
"2020-05-09",51,16,110,"daily"
"2020-05-09",51,18,163,"daily"
"2020-05-09",51,8,443,"daily"
"2020-05-09",51,9,675,"daily"
"2020-05-09",51,14,294,"daily"
"2020-05-09",51,13,1918,"daily"
"2020-05-10",54,36,57,"daily"
"2020-05-10",54,32,39,"daily"
"2020-05-10",54,35,26,"daily"
"2020-05-10",54,6,1,"daily"
"2020-05-10",54,26,243,"daily"
"2020-05-10",54,28,1145,"daily"
"2020-05-10",54,25,73,"daily"
"2020-05-10",54,14,101,"daily"
"2020-05-10",54,16,41,"daily"
"2020-05-10",54,18,54,"daily"
"2020-05-10",54,5,451,"daily"
"2020-05-10",54,13,852,"daily"
"2020-05-10",54,37,23,"daily"
"2020-05-10",54,19,76,"daily"
"2020-05-10",54,8,190,"daily"
"2020-05-10",54,40,89,"daily"
"2020-05-10",54,9,273,"daily"
"2020-05-11",26,35,163,"daily"
"2020-05-11",26,25,432,"daily"
"2020-05-11",26,40,577,"daily"
"2020-05-11",26,5,2666,"daily"
"2020-05-11",26,28,5617,"daily"
"2020-05-11",26,26,1290,"daily"
"2020-05-11",26,18,378,"daily"
"2020-05-11",26,16,216,"daily"
"2020-05-11",26,33,644,"daily"
"2020-05-11",26,17,1310,"daily"
"2020-05-11",26,9,1240,"daily"
"2020-05-11",26,19,512,"daily"
"2020-05-11",26,37,157,"daily"
"2020-05-11",26,8,900,"daily"
"2020-05-11",26,13,3442,"daily"
"2020-05-11",26,32,376,"daily"
"2020-05-11",26,14,682,"daily"
"2020-05-11",26,36,270,"daily"
"2020-05-11",26,6,22,"daily"
"2020-05-11",26,29,295,"daily"
"2020-05-12",26,13,3592,"daily"
"2020-05-12",26,32,426,"daily"
"2020-05-12",26,14,718,"daily"
"2020-05-12",26,8,888,"daily"
"2020-05-12",26,36,269,"daily"
"2020-05-12",26,37,141,"daily"
"2020-05-12",26,17,1204,"daily"
"2020-05-12",26,6,14,"daily"
"2020-05-12",26,5,2406,"daily"
"2020-05-12",26,19,565,"daily"
"2020-05-12",26,29,330,"daily"
"2020-05-12",26,33,642,"daily"
"2020-05-12",26,40,472,"daily"
"2020-05-12",26,35,137,"daily"
"2020-05-12",26,25,434,"daily"
"2020-05-12",26,26,1156,"daily"
"2020-05-12",26,9,1201,"daily"
"2020-05-12",26,18,356,"daily"
"2020-05-12",26,16,211,"daily"
"2020-05-12",26,28,5419,"daily"
"2020-05-13",25,33,680,"daily"
"2020-05-13",25,14,702,"daily"
"2020-05-13",25,13,3206,"daily"
"2020-05-13",25,8,861,"daily"
"2020-05-13",25,32,400,"daily"
"2020-05-13",25,9,1263,"daily"
"2020-05-13",25,28,5482,"daily"
"2020-05-13",25,29,268,"daily"
"2020-05-13",25,35,152,"daily"
"2020-05-13",25,16,226,"daily"
"2020-05-13",25,18,328,"daily"
"2020-05-13",25,19,512,"daily"
"2020-05-13",25,25,359,"daily"
"2020-05-13",25,6,9,"daily"
"2020-05-13",25,5,2587,"daily"
"2020-05-13",25,26,1142,"daily"
"2020-05-13",25,37,121,"daily"
"2020-05-13",25,40,525,"daily"
"2020-05-13",25,17,1356,"daily"
"2020-05-13",25,36,270,"daily"
"2020-05-14",26,40,534,"daily"
"2020-05-14",26,13,3294,"daily"
"2020-05-14",26,18,395,"daily"
"2020-05-14",26,17,1347,"daily"
"2020-05-14",26,14,743,"daily"
"2020-05-14",26,32,389,"daily"
"2020-05-14",26,19,538,"daily"
"2020-05-14",26,25,407,"daily"
"2020-05-14",26,37,139,"daily"
"2020-05-14",26,16,211,"daily"
"2020-05-14",26,5,2528,"daily"
"2020-05-14",26,36,255,"daily"
"2020-05-14",26,8,866,"daily"
"2020-05-14",26,9,1171,"daily"
"2020-05-14",26,35,144,"daily"
"2020-05-14",26,28,5441,"daily"
"2020-05-14",26,29,340,"daily"
"2020-05-14",26,33,658,"daily"
"2020-05-14",26,6,14,"daily"
"2020-05-14",26,26,1112,"daily"
"2020-05-15",26,6,21,"daily"
"2020-05-15",26,36,312,"daily"
"2020-05-15",26,32,433,"daily"
"2020-05-15",26,8,946,"daily"
"2020-05-15",26,18,416,"daily"
"2020-05-15",26,25,470,"daily"
"2020-05-15",26,40,532,"daily"
"2020-05-15",26,14,744,"daily"
"2020-05-15",26,35,158,"daily"
"2020-05-15",26,5,2643,"daily"
"2020-05-15",26,19,599,"daily"
"2020-05-15",26,17,1369,"daily"
"2020-05-15",26,29,337,"daily"
"2020-05-15",26,26,1223,"daily"
"2020-05-15",26,16,221,"daily"
"2020-05-15",26,13,3769,"daily"
"2020-05-15",26,33,588,"daily"
"2020-05-15",26,37,127,"daily"
"2020-05-15",26,9,1273,"daily"
"2020-05-15",26,28,5637,"daily"
"2020-05-16",23,37,89,"daily"
"2020-05-16",23,5,1488,"daily"
"2020-05-16",23,13,2903,"daily"
"2020-05-16",23,14,454,"daily"
"2020-05-16",23,8,765,"daily"
"2020-05-16",23,28,3438,"daily"
"2020-05-16",23,26,785,"daily"
"2020-05-16",23,25,303,"daily"
"2020-05-16",23,35,74,"daily"
"2020-05-16",23,6,20,"daily"
"2020-05-16",23,18,232,"daily"
"2020-05-16",23,19,424,"daily"
"2020-05-16",23,36,165,"daily"
"2020-05-16",23,32,307,"daily"
"2020-05-16",23,9,1058,"daily"
"2020-05-16",23,40,225,"daily"
"2020-05-16",23,16,193,"daily"
"2020-05-17",43,13,1615,"daily"
"2020-05-17",43,14,245,"daily"
"2020-05-17",43,9,621,"daily"
"2020-05-17",43,37,53,"daily"
"2020-05-17",43,35,40,"daily"
"2020-05-17",43,8,369,"daily"
"2020-05-17",43,36,110,"daily"
"2020-05-17",43,25,151,"daily"
"2020-05-17",43,5,694,"daily"
"2020-05-17",43,40,112,"daily"
"2020-05-17",43,26,442,"daily"
"2020-05-17",43,28,2072,"daily"
"2020-05-17",43,32,157,"daily"
"2020-05-17",43,16,152,"daily"
"2020-05-17",43,18,125,"daily"
"2020-05-17",43,19,225,"daily"
"2020-05-18",12,31,705,"daily"
"2020-05-18",12,25,711,"daily"
"2020-05-18",12,40,470,"daily"
"2020-05-18",12,5,1992,"daily"
"2020-05-18",12,26,1534,"daily"
"2020-05-18",12,19,235,"daily"
"2020-05-18",12,33,1122,"daily"
"2020-05-18",12,29,773,"daily"
"2020-05-18",12,6,14,"daily"
"2020-05-18",12,14,1019,"daily"
"2020-05-18",12,28,5150,"daily"
"2020-05-18",12,37,137,"daily"
"2020-05-18",12,18,449,"daily"
"2020-05-18",12,45,343,"daily"
"2020-05-18",12,17,1651,"daily"
"2020-05-18",12,13,3814,"daily"
"2020-05-18",12,32,428,"daily"
"2020-05-18",12,36,253,"daily"
"2020-05-18",12,9,1150,"daily"
"2020-05-18",12,16,346,"daily"
"2020-05-18",12,8,676,"daily"
"2020-05-18",12,35,162,"daily"
"2020-05-19",11,26,1624,"daily"
"2020-05-19",11,45,435,"daily"
"2020-05-19",11,16,316,"daily"
"2020-05-19",11,19,614,"daily"
"2020-05-19",11,8,782,"daily"
"2020-05-19",11,33,1140,"daily"
"2020-05-19",11,40,491,"daily"
"2020-05-19",11,25,388,"daily"
"2020-05-19",11,18,533,"daily"
"2020-05-19",11,5,2351,"daily"
"2020-05-19",11,35,171,"daily"
"2020-05-19",11,28,5864,"daily"
"2020-05-19",11,6,23,"daily"
"2020-05-19",11,37,134,"daily"
"2020-05-19",11,17,1863,"daily"
"2020-05-19",11,13,3997,"daily"
"2020-05-19",11,32,455,"daily"
"2020-05-19",11,14,1031,"daily"
"2020-05-19",11,31,758,"daily"
"2020-05-19",11,36,287,"daily"
"2020-05-19",11,9,1152,"daily"
"2020-05-19",11,29,808,"daily"
"2020-05-20",12,5,2120,"daily"
"2020-05-20",12,25,485,"daily"
"2020-05-20",12,29,760,"daily"
"2020-05-20",12,26,1575,"daily"
"2020-05-20",12,36,288,"daily"
"2020-05-20",12,18,513,"daily"
"2020-05-20",12,45,482,"daily"
"2020-05-20",12,40,483,"daily"
"2020-05-20",12,31,900,"daily"
"2020-05-20",12,28,6004,"daily"
"2020-05-20",12,17,1984,"daily"
"2020-05-20",12,37,139,"daily"
"2020-05-20",12,35,154,"daily"
"2020-05-20",12,19,670,"daily"
"2020-05-20",12,9,1197,"daily"
"2020-05-20",12,6,20,"daily"
"2020-05-20",12,8,774,"daily"
"2020-05-20",12,16,322,"daily"
"2020-05-20",12,33,1257,"daily"
"2020-05-20",12,14,1095,"daily"
"2020-05-20",12,32,403,"daily"
"2020-05-20",12,13,4165,"daily"
"2020-05-21",17,18,559,"daily"
"2020-05-21",17,40,542,"daily"
"2020-05-21",17,5,2372,"daily"
"2020-05-21",17,28,5955,"daily"
"2020-05-21",17,37,153,"daily"
"2020-05-21",17,16,333,"daily"
"2020-05-21",17,35,165,"daily"
"2020-05-21",17,19,786,"daily"
"2020-05-21",17,17,1837,"daily"
"2020-05-21",17,9,1269,"daily"
"2020-05-21",17,45,479,"daily"
"2020-05-21",17,36,327,"daily"
"2020-05-21",17,8,796,"daily"
"2020-05-21",17,14,1088,"daily"
"2020-05-21",17,26,1641,"daily"
"2020-05-21",17,6,18,"daily"
"2020-05-21",17,32,462,"daily"
"2020-05-21",17,25,719,"daily"
"2020-05-21",17,33,1300,"daily"
"2020-05-21",17,31,887,"daily"
"2020-05-21",17,13,4074,"daily"
"2020-05-21",17,29,484,"daily"
"2020-05-22",44,13,4365,"daily"
"2020-05-22",44,28,5478,"daily"
"2020-05-22",44,40,591,"daily"
"2020-05-22",44,9,1188,"daily"
"2020-05-22",44,5,2639,"daily"
"2020-05-22",44,8,820,"daily"
"2020-05-22",44,37,145,"daily"
"2020-05-22",44,6,28,"daily"
"2020-05-22",44,32,471,"daily"
"2020-05-22",44,25,728,"daily"
"2020-05-22",44,14,1298,"daily"
"2020-05-22",44,36,325,"daily"
"2020-05-22",44,45,535,"daily"
"2020-05-22",44,26,1829,"daily"
"2020-05-22",44,19,744,"daily"
"2020-05-22",44,18,582,"daily"
"2020-05-22",44,29,911,"daily"
"2020-05-22",44,31,946,"daily"
"2020-05-22",44,33,1367,"daily"
"2020-05-22",44,35,163,"daily"
"2020-05-22",44,16,395,"daily"
"2020-05-22",44,17,1548,"daily"
"2020-05-23",25,18,319,"daily"
"2020-05-23",25,25,387,"daily"
"2020-05-23",25,17,684,"daily"
"2020-05-23",25,19,488,"daily"
"2020-05-23",25,8,777,"daily"
"2020-05-23",25,14,541,"daily"
"2020-05-23",25,32,308,"daily"
"2020-05-23",25,45,317,"daily"
"2020-05-23",25,13,3219,"daily"
"2020-05-23",25,6,9,"daily"
"2020-05-23",25,16,178,"daily"
"2020-05-23",25,35,68,"daily"
"2020-05-23",25,28,3845,"daily"
"2020-05-23",25,36,198,"daily"
"2020-05-23",25,9,1194,"daily"
"2020-05-23",25,40,278,"daily"
"2020-05-23",25,26,1022,"daily"
"2020-05-23",25,37,106,"daily"
"2020-05-23",25,5,1553,"daily"
"2020-05-24",14,14,375,"daily"
"2020-05-24",14,18,164,"daily"
"2020-05-24",14,13,2355,"daily"
"2020-05-24",14,16,141,"daily"
"2020-05-24",14,17,462,"daily"
"2020-05-24",14,19,287,"daily"
"2020-05-24",14,6,4,"daily"
"2020-05-24",14,8,486,"daily"
"2020-05-24",14,40,138,"daily"
"2020-05-24",14,35,49,"daily"
"2020-05-24",14,5,840,"daily"
"2020-05-24",14,36,132,"daily"
"2020-05-24",14,25,174,"daily"
"2020-05-24",14,9,794,"daily"
"2020-05-24",14,32,190,"daily"
"2020-05-24",14,37,60,"daily"
"2020-05-24",14,45,264,"daily"
"2020-05-24",14,26,531,"daily"
"2020-05-24",14,28,2442,"daily"
"2020-05-25",13,25,868,"daily"
"2020-05-25",13,19,824,"daily"
"2020-05-25",13,45,595,"daily"
"2020-05-25",13,16,397,"daily"
"2020-05-25",13,18,686,"daily"
"2020-05-25",13,13,4809,"daily"
"2020-05-25",13,14,1409,"daily"
"2020-05-25",13,9,1461,"daily"
"2020-05-25",13,17,2261,"daily"
"2020-05-25",13,37,177,"daily"
"2020-05-25",13,40,626,"daily"
"2020-05-25",13,26,2027,"daily"
"2020-05-25",13,5,1940,"daily"
"2020-05-25",13,36,333,"daily"
"2020-05-25",13,8,945,"daily"
"2020-05-25",13,32,553,"daily"
"2020-05-25",13,29,980,"daily"
"2020-05-25",13,31,992,"daily"
"2020-05-25",13,6,11,"daily"
"2020-05-25",13,35,169,"daily"
"2020-05-25",13,28,6309,"daily"
"2020-05-25",13,33,1675,"daily"
"2020-05-26",11,17,2524,"daily"
"2020-05-26",11,28,7017,"daily"
"2020-05-26",11,29,1065,"daily"
"2020-05-26",11,25,873,"daily"
"2020-05-26",11,26,2142,"daily"
"2020-05-26",11,35,184,"daily"
"2020-05-26",11,18,775,"daily"
"2020-05-26",11,19,875,"daily"
"2020-05-26",11,45,622,"daily"
"2020-05-26",11,16,469,"daily"
"2020-05-26",11,31,1107,"daily"
"2020-05-26",11,33,1785,"daily"
"2020-05-26",11,6,13,"daily"
"2020-05-26",11,32,535,"daily"
"2020-05-26",11,9,1408,"daily"
"2020-05-26",11,40,623,"daily"
"2020-05-26",11,37,193,"daily"
"2020-05-26",11,8,968,"daily"
"2020-05-26",11,5,2038,"daily"
"2020-05-26",11,36,334,"daily"
"2020-05-26",11,14,1411,"daily"
"2020-05-26",11,13,5133,"daily"
"2020-05-27",11,9,1524,"daily"
"2020-05-27",11,8,827,"daily"
"2020-05-27",11,18,821,"daily"
"2020-05-27",11,25,1082,"daily"
"2020-05-27",11,45,685,"daily"
"2020-05-27",11,17,2452,"daily"
"2020-05-27",11,19,801,"daily"
"2020-05-27",11,37,225,"daily"
"2020-05-27",11,6,30,"daily"
"2020-05-27",11,14,1564,"daily"
"2020-05-27",11,26,2293,"daily"
"2020-05-27",11,13,5099,"daily"
"2020-05-27",11,5,2013,"daily"
"2020-05-27",11,16,426,"daily"
"2020-05-27",11,32,553,"daily"
"2020-05-27",11,35,181,"daily"
"2020-05-27",11,40,727,"daily"
"2020-05-27",11,33,2000,"daily"
"2020-05-27",11,28,7566,"daily"
"2020-05-27",11,29,1279,"daily"
"2020-05-27",11,36,361,"daily"
"2020-05-27",11,31,994,"daily"
"2020-05-28",11,8,1130,"daily"
"2020-05-28",11,6,33,"daily"
"2020-05-28",11,9,1616,"daily"
"2020-05-28",11,26,2472,"daily"
"2020-05-28",11,18,826,"daily"
"2020-05-28",11,28,7947,"daily"
"2020-05-28",11,13,6114,"daily"
"2020-05-28",11,40,750,"daily"
"2020-05-28",11,45,772,"daily"
"2020-05-28",11,14,1658,"daily"
"2020-05-28",11,5,3261,"daily"
"2020-05-28",11,25,989,"daily"
"2020-05-28",11,32,642,"daily"
"2020-05-28",11,33,2113,"daily"
"2020-05-28",11,19,892,"daily"
"2020-05-28",11,36,402,"daily"
"2020-05-28",11,37,220,"daily"
"2020-05-28",11,29,1368,"daily"
"2020-05-28",11,35,220,"daily"
"2020-05-28",11,16,467,"daily"
"2020-05-28",11,17,2574,"daily"
"2020-05-28",11,31,661,"daily"
"2020-05-29",11,26,2546,"daily"
"2020-05-29",11,28,7379,"daily"
"2020-05-29",11,45,856,"daily"
"2020-05-29",11,40,836,"daily"
"2020-05-29",11,6,30,"daily"
"2020-05-29",11,18,860,"daily"
"2020-05-29",11,19,864,"daily"
"2020-05-29",11,29,1405,"daily"
"2020-05-29",11,33,2152,"daily"
"2020-05-29",11,5,3317,"daily"
"2020-05-29",11,8,562,"daily"
"2020-05-29",11,25,1085,"daily"
"2020-05-29",11,14,1692,"daily"
"2020-05-29",11,17,2666,"daily"
"2020-05-29",11,9,1688,"daily"
"2020-05-29",11,16,554,"daily"
"2020-05-29",11,32,628,"daily"
"2020-05-29",11,37,222,"daily"
"2020-05-29",11,31,1281,"daily"
"2020-05-29",11,13,5756,"daily"
"2020-05-29",11,36,419,"daily"
"2020-05-29",11,35,211,"daily"
"2020-05-30",12,9,2124,"daily"
"2020-05-30",12,14,1337,"daily"
"2020-05-30",12,8,1363,"daily"
"2020-05-30",12,5,2554,"daily"
"2020-05-30",12,37,167,"daily"
"2020-05-30",12,13,5920,"daily"
"2020-05-30",12,6,30,"daily"
"2020-05-30",12,25,759,"daily"
"2020-05-30",12,19,678,"daily"
"2020-05-30",12,17,1118,"daily"
"2020-05-30",12,16,527,"daily"
"2020-05-30",12,18,494,"daily"
"2020-05-30",12,45,771,"daily"
"2020-05-30",12,26,1779,"daily"
"2020-05-30",12,36,341,"daily"
"2020-05-30",12,40,475,"daily"
"2020-05-30",12,32,516,"daily"
"2020-05-30",12,35,116,"daily"
"2020-05-30",12,28,5721,"daily"
"2020-05-31",23,32,265,"daily"
"2020-05-31",23,9,1250,"daily"
"2020-05-31",23,35,82,"daily"
"2020-05-31",23,14,772,"daily"
"2020-05-31",23,5,1286,"daily"
"2020-05-31",23,8,799,"daily"
"2020-05-31",23,26,1086,"daily"
"2020-05-31",23,40,271,"daily"
"2020-05-31",23,13,3692,"daily"
"2020-05-31",23,6,9,"daily"
"2020-05-31",23,17,783,"daily"
"2020-05-31",23,25,302,"daily"
"2020-05-31",23,28,3610,"daily"
"2020-05-31",23,19,306,"daily"
"2020-05-31",23,37,109,"daily"
"2020-05-31",23,16,357,"daily"
"2020-05-31",23,18,244,"daily"
"2020-05-31",23,45,443,"daily"
"2020-05-31",23,36,157,"daily"
"2020-06-01",23,45,675,"daily"
"2020-06-01",23,40,782,"daily"
"2020-06-01",23,14,1669,"daily"
"2020-06-01",23,36,488,"daily"
"2020-06-01",23,37,237,"daily"
"2020-06-01",23,8,1063,"daily"
"2020-06-01",23,19,980,"daily"
"2020-06-01",23,18,860,"daily"
"2020-06-01",23,9,1667,"daily"
"2020-06-01",23,17,2933,"daily"
"2020-06-01",23,16,462,"daily"
"2020-06-01",23,25,1044,"daily"
"2020-06-01",23,29,1167,"daily"
"2020-06-01",23,13,5792,"daily"
"2020-06-01",23,33,2224,"daily"
"2020-06-01",23,35,202,"daily"
"2020-06-01",23,28,8037,"daily"
"2020-06-01",23,26,2501,"daily"
"2020-06-01",23,6,27,"daily"
"2020-06-01",23,31,1270,"daily"
"2020-06-01",23,5,3586,"daily"
"2020-06-01",23,32,599,"daily"
"2020-06-02",17,18,926,"daily"
"2020-06-02",17,5,3508,"daily"
"2020-06-02",17,33,2340,"daily"
"2020-06-02",17,17,3313,"daily"
"2020-06-02",17,45,821,"daily"
"2020-06-02",17,36,441,"daily"
"2020-06-02",17,26,2701,"daily"
"2020-06-02",17,25,1216,"daily"
"2020-06-02",17,16,530,"daily"
"2020-06-02",17,14,1860,"daily"
"2020-06-02",17,29,1289,"daily"
"2020-06-02",17,37,210,"daily"
"2020-06-02",17,6,27,"daily"
"2020-06-02",17,8,1060,"daily"
"2020-06-02",17,19,973,"daily"
"2020-06-02",17,35,231,"daily"
"2020-06-02",17,32,664,"daily"
"2020-06-02",17,9,1775,"daily"
"2020-06-02",17,13,5738,"daily"
"2020-06-02",17,40,857,"daily"
"2020-06-02",17,28,7620,"daily"
"2020-06-02",17,31,1351,"daily"
"2020-06-03",53,32,597,"daily"
"2020-06-03",53,35,213,"daily"
"2020-06-03",53,31,1335,"daily"
"2020-06-03",53,19,935,"daily"
"2020-06-03",53,16,446,"daily"
"2020-06-03",53,5,3684,"daily"
"2020-06-03",53,17,2574,"daily"
"2020-06-03",53,29,1124,"daily"
"2020-06-03",53,36,436,"daily"
"2020-06-03",53,28,8426,"daily"
"2020-06-03",53,45,873,"daily"
